縣市,鄉鎮市區,112Q3宅數
臺北市,全區,3721
臺北市,松山區,88
臺北市,信義區,99
臺北市,大安區,463
臺北市,中山區,450
臺北市,中正區,543
臺北市,大同區,439
臺北市,萬華區,171
臺北市,文山區,288
臺北市,南港區,205
臺北市,內湖區,452
臺北市,士林區,158
臺北市,北投區,365
