縣市,鄉鎮市區,村里,105年第三季宅數
臺北市,中正區,富水里,0
臺北市,中正區,文盛里,4
臺北市,中正區,林興里,0
臺北市,中正區,河堤里,12
臺北市,中正區,頂東里,18
臺北市,中正區,網溪里,19
臺北市,中正區,板溪里,0
臺北市,中正區,螢圃里,0
臺北市,中正區,螢雪里,0
臺北市,中正區,永功里,3
臺北市,中正區,永昌里,0
臺北市,中正區,龍興里,1
臺北市,中正區,忠勤里,0
臺北市,中正區,廈安里,22
臺北市,中正區,愛國里,0
臺北市,中正區,南門里,16
臺北市,中正區,龍光里,10
臺北市,中正區,南福里,46
臺北市,中正區,龍福里,0
臺北市,中正區,新營里,1
臺北市,中正區,建國里,87
臺北市,中正區,光復里,86
臺北市,中正區,黎明里,0
臺北市,中正區,梅花里,2
臺北市,中正區,幸福里,4
臺北市,中正區,幸市里,1
臺北市,中正區,東門里,15
臺北市,中正區,文北里,13
臺北市,中正區,文祥里,0
臺北市,中正區,三愛里,7
臺北市,大同區,玉泉里,7
臺北市,大同區,建明里,10
臺北市,大同區,建功里,0
臺北市,大同區,建泰里,6
臺北市,大同區,永樂里,0
臺北市,大同區,朝陽里,6
臺北市,大同區,星明里,12
臺北市,大同區,光能里,14
臺北市,大同區,大有里,1
臺北市,大同區,延平里,33
臺北市,大同區,雙連里,0
臺北市,大同區,南芳里,11
臺北市,大同區,民權里,42
臺北市,大同區,景星里,0
臺北市,大同區,隆和里,0
臺北市,大同區,蓬萊里,4
臺北市,大同區,國順里,0
臺北市,大同區,國慶里,5
臺北市,大同區,揚雅里,0
臺北市,大同區,斯文里,3
臺北市,大同區,鄰江里,5
臺北市,大同區,至聖里,5
臺北市,大同區,老師里,0
臺北市,大同區,重慶里,0
臺北市,大同區,保安里,5
臺北市,萬華區,福星里,43
臺北市,萬華區,萬壽里,3
臺北市,萬華區,西門里,14
臺北市,萬華區,新起里,73
臺北市,萬華區,菜園里,86
臺北市,萬華區,青山里,78
臺北市,萬華區,富民里,0
臺北市,萬華區,福音里,0
臺北市,萬華區,仁德里,32
臺北市,萬華區,富福里,9
臺北市,萬華區,頂碩里,0
臺北市,萬華區,雙園里,0
臺北市,萬華區,新忠里,42
臺北市,萬華區,新和里,10
臺北市,萬華區,糖?里,3
臺北市,萬華區,和平里,6
臺北市,萬華區,綠堤里,0
臺北市,萬華區,華江里,17
臺北市,萬華區,柳鄉里,0
臺北市,萬華區,日善里,5
臺北市,萬華區,新安里,0
臺北市,萬華區,忠德里,4
臺北市,萬華區,孝德里,0
臺北市,萬華區,和德里,4
臺北市,萬華區,錦德里,22
臺北市,萬華區,全德里,9
臺北市,萬華區,保德里,6
臺北市,萬華區,銘德里,0
臺北市,萬華區,榮德里,0
臺北市,萬華區,壽德里,0
臺北市,萬華區,興德里,0
臺北市,萬華區,華中里,0
臺北市,萬華區,日祥里,0
臺北市,萬華區,忠貞里,0
臺北市,萬華區,凌霄里,0
臺北市,萬華區,騰雲里,0
臺北市,文山區,景行里,33
臺北市,文山區,景東里,12
臺北市,文山區,景美里,0
臺北市,文山區,景慶里,0
臺北市,文山區,景仁里,19
臺北市,文山區,景華里,0
臺北市,文山區,萬有里,0
臺北市,文山區,萬祥里,0
臺北市,文山區,萬隆里,1
臺北市,文山區,萬年里,0
臺北市,文山區,萬和里,9
臺北市,文山區,萬盛里,10
臺北市,文山區,興豐里,4
臺北市,文山區,興光里,1
臺北市,文山區,興家里,1
臺北市,文山區,興得里,34
臺北市,文山區,興業里,0
臺北市,文山區,興安里,5
臺北市,文山區,興福里,3
臺北市,文山區,興旺里,12
臺北市,文山區,興泰里,0
臺北市,文山區,興昌里,0
臺北市,文山區,試院里,3
臺北市,文山區,華興里,12
臺北市,文山區,明義里,0
臺北市,文山區,明興里,0
臺北市,文山區,木柵里,3
臺北市,文山區,木新里,1
臺北市,文山區,順興里,18
臺北市,文山區,樟林里,1
臺北市,文山區,樟新里,15
臺北市,文山區,樟腳里,9
臺北市,文山區,萬芳里,22
臺北市,文山區,博嘉里,1
臺北市,文山區,萬興里,3
臺北市,文山區,指南里,50
臺北市,文山區,老泉里,0
臺北市,文山區,忠順里,1
臺北市,文山區,萬美里,0
臺北市,文山區,政大里,23
臺北市,文山區,樟文里,0
臺北市,文山區,興邦里,0
臺北市,文山區,樟樹里,4
臺北市,南港區,南港里,28
臺北市,南港區,中南里,5
臺北市,南港區,新富里,0
臺北市,南港區,三重里,118
臺北市,南港區,東新里,3
臺北市,南港區,新光里,0
臺北市,南港區,東明里,0
臺北市,南港區,西新里,0
臺北市,南港區,玉成里,2
臺北市,南港區,合成里,0
臺北市,南港區,成福里,2
臺北市,南港區,萬福里,34
臺北市,南港區,鴻福里,0
臺北市,南港區,百福里,0
臺北市,南港區,聯成里,0
臺北市,南港區,舊莊里,11
臺北市,南港區,中研里,46
臺北市,南港區,九如里,3
臺北市,南港區,仁福里,0
臺北市,南港區,重陽里,4
臺北市,內湖區,西湖里,0
臺北市,內湖區,西康里,47
臺北市,內湖區,西安里,3
臺北市,內湖區,港墘里,0
臺北市,內湖區,港都里,0
臺北市,內湖區,港富里,12
臺北市,內湖區,港華里,2
臺北市,內湖區,內湖里,43
臺北市,內湖區,湖濱里,40
臺北市,內湖區,紫星里,11
臺北市,內湖區,大湖里,10
臺北市,內湖區,金龍里,8
臺北市,內湖區,金瑞里,17
臺北市,內湖區,碧山里,2
臺北市,內湖區,紫雲里,0
臺北市,內湖區,清白里,43
臺北市,內湖區,葫洲里,0
臺北市,內湖區,紫陽里,35
臺北市,內湖區,瑞陽里,0
臺北市,內湖區,瑞光里,0
臺北市,內湖區,五分里,7
臺北市,內湖區,東湖里,10
臺北市,內湖區,樂康里,6
臺北市,內湖區,內溝里,4
臺北市,內湖區,週美里,129
臺北市,內湖區,行善里,0
臺北市,內湖區,石潭里,79
臺北市,內湖區,湖興里,28
臺北市,內湖區,湖元里,24
臺北市,內湖區,安湖里,0
臺北市,內湖區,秀湖里,4
臺北市,內湖區,安泰里,3
臺北市,內湖區,金湖里,2
臺北市,內湖區,康寧里,0
臺北市,內湖區,明湖里,3
臺北市,內湖區,蘆洲里,0
臺北市,內湖區,麗山里,0
臺北市,內湖區,寶湖里,52
臺北市,內湖區,南湖里,0
臺北市,士林區,仁勇里,6
臺北市,士林區,義信里,8
臺北市,士林區,福林里,9
臺北市,士林區,福德里,5
臺北市,士林區,福志里,55
臺北市,士林區,舊佳里,20
臺北市,士林區,福佳里,10
臺北市,士林區,後港里,2
臺北市,士林區,福中里,0
臺北市,士林區,前港里,0
臺北市,士林區,百齡里,0
臺北市,士林區,承德里,0
臺北市,士林區,福華里,0
臺北市,士林區,明勝里,10
臺北市,士林區,福順里,23
臺北市,士林區,富光里,0
臺北市,士林區,葫蘆里,6
臺北市,士林區,葫東里,1
臺北市,士林區,社子里,23
臺北市,士林區,社新里,12
臺北市,士林區,社園里,0
臺北市,士林區,永倫里,0
臺北市,士林區,福安里,0
臺北市,士林區,富洲里,0
臺北市,士林區,岩山里,11
臺北市,士林區,名山里,0
臺北市,士林區,德行里,2
臺北市,士林區,德華里,0
臺北市,士林區,聖山里,3
臺北市,士林區,忠誠里,28
臺北市,士林區,芝山里,0
臺北市,士林區,東山里,4
臺北市,士林區,三玉里,0
臺北市,士林區,蘭雅里,2
臺北市,士林區,蘭興里,0
臺北市,士林區,天福里,0
臺北市,士林區,天祿里,5
臺北市,士林區,天壽里,3
臺北市,士林區,天和里,0
臺北市,士林區,天山里,0
臺北市,士林區,天玉里,5
臺北市,士林區,天母里,3
臺北市,士林區,永福里,0
臺北市,士林區,公館里,0
臺北市,士林區,新安里,1
臺北市,士林區,陽明里,22
臺北市,士林區,菁山里,0
臺北市,士林區,平等里,0
臺北市,士林區,溪山里,0
臺北市,士林區,翠山里,0
臺北市,士林區,臨溪里,8
臺北市,北投區,建民里,28
臺北市,北投區,文林里,4
臺北市,北投區,石牌里,9
臺北市,北投區,福興里,15
臺北市,北投區,榮光里,4
臺北市,北投區,榮華里,6
臺北市,北投區,裕民里,90
臺北市,北投區,振華里,0
臺北市,北投區,永和里,14
臺北市,北投區,永欣里,59
臺北市,北投區,永明里,0
臺北市,北投區,東華里,0
臺北市,北投區,吉利里,2
臺北市,北投區,吉慶里,12
臺北市,北投區,尊賢里,12
臺北市,北投區,立賢里,4
臺北市,北投區,立農里,23
臺北市,北投區,八仙里,64
臺北市,北投區,洲美里,0
臺北市,北投區,奇岩里,120
臺北市,北投區,清江里,19
臺北市,北投區,中央里,8
臺北市,北投區,長安里,0
臺北市,北投區,大同里,12
臺北市,北投區,溫泉里,25
臺北市,北投區,林泉里,21
臺北市,北投區,中心里,0
臺北市,北投區,中庸里,0
臺北市,北投區,開明里,21
臺北市,北投區,中和里,1
臺北市,北投區,智仁里,15
臺北市,北投區,秀山里,0
臺北市,北投區,文化里,0
臺北市,北投區,豐年里,0
臺北市,北投區,稻香里,0
臺北市,北投區,桃源里,2
臺北市,北投區,一德里,80
臺北市,北投區,關渡里,0
臺北市,北投區,泉源里,26
臺北市,北投區,湖山里,0
臺北市,北投區,大屯里,0
臺北市,北投區,湖田里,0
