縣市,鄉鎮市區,村里,105年第三季宅數
臺北市,松山區,莊敬里,0
臺北市,松山區,東榮里,0
臺北市,松山區,三民里,0
臺北市,松山區,新益里,0
臺北市,松山區,富錦里,0
臺北市,松山區,新東里,5
臺北市,松山區,富泰里,0
臺北市,松山區,介壽里,0
臺北市,松山區,精忠里,0
臺北市,松山區,東光里,0
臺北市,松山區,龍田里,1
臺北市,松山區,東昌里,32
臺北市,松山區,東勢里,0
臺北市,松山區,中華里,0
臺北市,松山區,民有里,0
臺北市,松山區,民福里,0
臺北市,松山區,慈祐里,24
臺北市,松山區,安平里,3
臺北市,松山區,鵬程里,0
臺北市,松山區,自強里,0
臺北市,松山區,吉祥里,0
臺北市,松山區,新聚里,0
臺北市,松山區,復盛里,0
臺北市,松山區,中正里,11
臺北市,松山區,中崙里,0
臺北市,松山區,美仁里,0
臺北市,松山區,吉仁里,0
臺北市,松山區,敦化里,9
臺北市,松山區,復源里,0
臺北市,松山區,復建里,2
臺北市,松山區,復勢里,0
臺北市,松山區,福成里,0
臺北市,松山區,松基里,1
臺北市,信義區,西村里,0
臺北市,信義區,正和里,41
臺北市,信義區,興隆里,0
臺北市,信義區,中興里,0
臺北市,信義區,新仁里,0
臺北市,信義區,興雅里,4
臺北市,信義區,敦厚里,27
臺北市,信義區,廣居里,0
臺北市,信義區,安康里,11
臺北市,信義區,六藝里,3
臺北市,信義區,雅祥里,22
臺北市,信義區,五常里,0
臺北市,信義區,五全里,0
臺北市,信義區,永吉里,2
臺北市,信義區,長春里,0
臺北市,信義區,四育里,15
臺北市,信義區,四維里,0
臺北市,信義區,永春里,8
臺北市,信義區,富台里,0
臺北市,信義區,國業里,0
臺北市,信義區,松隆里,0
臺北市,信義區,松友里,0
臺北市,信義區,松光里,0
臺北市,信義區,中坡里,0
臺北市,信義區,中行里,0
臺北市,信義區,大道里,8
臺北市,信義區,大仁里,0
臺北市,信義區,景新里,3
臺北市,信義區,惠安里,0
臺北市,信義區,三張里,0
臺北市,信義區,三犁里,0
臺北市,信義區,六合里,0
臺北市,信義區,泰和里,30
臺北市,信義區,景聯里,0
臺北市,信義區,景勤里,0
臺北市,信義區,雙和里,11
臺北市,信義區,嘉興里,0
臺北市,信義區,黎順里,0
臺北市,信義區,黎平里,0
臺北市,信義區,黎忠里,0
臺北市,信義區,黎安里,0
臺北市,大安區,德安里,0
臺北市,大安區,仁慈里,0
臺北市,大安區,和安里,0
臺北市,大安區,民炤里,0
臺北市,大安區,仁愛里,41
臺北市,大安區,義村里,13
臺北市,大安區,民輝里,5
臺北市,大安區,昌隆里,92
臺北市,大安區,誠安里,0
臺北市,大安區,光武里,0
臺北市,大安區,龍坡里,0
臺北市,大安區,龍泉里,5
臺北市,大安區,古風里,6
臺北市,大安區,古莊里,0
臺北市,大安區,龍安里,3
臺北市,大安區,錦安里,82
臺北市,大安區,福住里,10
臺北市,大安區,永康里,12
臺北市,大安區,光明里,0
臺北市,大安區,錦泰里,7
臺北市,大安區,錦華里,12
臺北市,大安區,龍圖里,5
臺北市,大安區,新龍里,5
臺北市,大安區,龍陣里,1
臺北市,大安區,龍雲里,1
臺北市,大安區,龍生里,14
臺北市,大安區,住安里,1
臺北市,大安區,義安里,0
臺北市,大安區,通化里,17
臺北市,大安區,通安里,0
臺北市,大安區,臨江里,0
臺北市,大安區,法治里,0
臺北市,大安區,全安里,0
臺北市,大安區,群賢里,10
臺北市,大安區,群英里,0
臺北市,大安區,虎嘯里,2
臺北市,大安區,臥龍里,0
臺北市,大安區,龍淵里,0
臺北市,大安區,龍門里,0
臺北市,大安區,大學里,0
臺北市,大安區,芳和里,1
臺北市,大安區,黎元里,0
臺北市,大安區,黎孝里,8
臺北市,大安區,黎和里,19
臺北市,大安區,建安里,0
臺北市,大安區,建倫里,0
臺北市,大安區,敦安里,0
臺北市,大安區,正聲里,8
臺北市,大安區,敦煌里,0
臺北市,大安區,華聲里,0
臺北市,大安區,車層里,0
臺北市,大安區,光信里,11
臺北市,大安區,學府里,0
臺北市,中山區,正守里,10
臺北市,中山區,正義里,30
臺北市,中山區,正得里,3
臺北市,中山區,民安里,0
臺北市,中山區,康樂里,0
臺北市,中山區,中山里,184
臺北市,中山區,聚盛里,8
臺北市,中山區,集英里,22
臺北市,中山區,聚葉里,28
臺北市,中山區,恆安里,18
臺北市,中山區,晴光里,29
臺北市,中山區,圓山里,17
臺北市,中山區,劍潭里,0
臺北市,中山區,大直里,0
臺北市,中山區,成功里,7
臺北市,中山區,永安里,0
臺北市,中山區,大佳里,0
臺北市,中山區,新喜里,0
臺北市,中山區,新庄里,1
臺北市,中山區,新福里,19
臺北市,中山區,松江里,0
臺北市,中山區,新生里,2
臺北市,中山區,中庄里,12
臺北市,中山區,行政里,0
臺北市,中山區,行仁里,23
臺北市,中山區,行孝里,81
臺北市,中山區,下埤里,33
臺北市,中山區,江寧里,2
臺北市,中山區,江山里,0
臺北市,中山區,中吉里,19
臺北市,中山區,中原里,12
臺北市,中山區,興亞里,3
臺北市,中山區,中央里,1
臺北市,中山區,朱馥里,0
臺北市,中山區,龍洲里,0
臺北市,中山區,朱園里,22
臺北市,中山區,埤頭里,0
臺北市,中山區,朱崙里,48
臺北市,中山區,力行里,48
臺北市,中山區,復華里,0
臺北市,中山區,金泰里,142
臺北市,中山區,北安里,0
臺北市,中正區,水源里,18
