縣市,鄉鎮市區,村里,107年宅數,107年比例
連江縣,南竿鄉,介壽村,72,11.86%
連江縣,南竿鄉,復興村,32,14.37%
連江縣,南竿鄉,福沃村,31,14.77%
連江縣,南竿鄉,清水村,23,7.63%
連江縣,南竿鄉,仁愛村,26,17.27%
連江縣,南竿鄉,津沙村,14,15.25%
連江縣,南竿鄉,馬祖村,7,6.32%
連江縣,南竿鄉,珠螺村,3,10.34%
連江縣,南竿鄉,四維村,11,20.83%
連江縣,北竿鄉,塘岐村,43,18.90%
連江縣,北竿鄉,后沃村,20,36.84%
連江縣,北竿鄉,橋仔村,10,15.79%
連江縣,北竿鄉,芹壁村,20,23.08%
連江縣,北竿鄉,?里村,0,0.00%
連江縣,北竿鄉,白沙村,15,32.35%
連江縣,莒光鄉,青帆村,27,26.19%
連江縣,莒光鄉,田沃村,25,38.46%
連江縣,莒光鄉,西坵村,5,33.33%
連江縣,莒光鄉,福正村,16,30.77%
連江縣,莒光鄉,大坪村,12,10.96%
連江縣,東引鄉,中柳村,13,11.49%
連江縣,東引鄉,樂華村,11,8.11%
