縣市,鄉鎮市區,村里,101年宅數,101年比例
連江縣,南竿鄉,介壽村,38,8.55%
連江縣,南竿鄉,復興村,27,13.50%
連江縣,南竿鄉,福沃村,13,9.82%
連江縣,南竿鄉,清水村,8,5.74%
連江縣,南竿鄉,仁愛村,13,10.53%
連江縣,南竿鄉,津沙村,20,23.40%
連江縣,南竿鄉,馬祖村,7,6.90%
連江縣,南竿鄉,珠螺村,8,28.00%
連江縣,南竿鄉,四維村,13,27.78%
連江縣,北竿鄉,塘岐村,42,20.86%
連江縣,北竿鄉,后沃村,23,45.95%
連江縣,北竿鄉,橋仔村,10,18.52%
連江縣,北竿鄉,芹壁村,17,25.58%
連江縣,北竿鄉,?里村,0,0.00%
連江縣,北竿鄉,白沙村,12,31.82%
連江縣,莒光鄉,青帆村,14,14.46%
連江縣,莒光鄉,田沃村,21,32.50%
連江縣,莒光鄉,西坵村,2,18.18%
連江縣,莒光鄉,福正村,21,46.88%
連江縣,莒光鄉,大坪村,12,12.70%
連江縣,東引鄉,中柳村,13,12.36%
連江縣,東引鄉,樂華村,7,5.71%
