縣市,鄉鎮市區,村里,104年宅數,104年比例
連江縣,南竿鄉,介壽村,57,11.49%
連江縣,南竿鄉,復興村,27,12.29%
連江縣,南竿鄉,福沃村,23,13.61%
連江縣,南竿鄉,清水村,12,7.58%
連江縣,南竿鄉,仁愛村,21,15.74%
連江縣,南竿鄉,津沙村,18,20.34%
連江縣,南竿鄉,馬祖村,8,7.69%
連江縣,南竿鄉,珠螺村,5,19.23%
連江縣,南竿鄉,四維村,10,20.00%
連江縣,北竿鄉,塘岐村,42,19.75%
連江縣,北竿鄉,后沃村,18,34.15%
連江縣,北竿鄉,橋仔村,4,6.06%
連江縣,北竿鄉,芹壁村,22,30.36%
連江縣,北竿鄉,?里村,0,0.00%
連江縣,北竿鄉,白沙村,8,20.83%
連江縣,莒光鄉,青帆村,20,20.24%
連江縣,莒光鄉,田沃村,24,36.59%
連江縣,莒光鄉,西坵村,2,16.67%
連江縣,莒光鄉,福正村,12,25.71%
連江縣,莒光鄉,大坪村,10,9.86%
連江縣,東引鄉,中柳村,15,13.48%
連江縣,東引鄉,樂華村,6,4.46%
