縣市,鄉鎮市區,村里,107年第一季宅數
高雄市,美濃區,中壇里,0
高雄市,美濃區,德興里,0
高雄市,美濃區,龍山里,0
高雄市,美濃區,獅山里,0
高雄市,美濃區,龍肚里,0
高雄市,美濃區,廣德里,0
高雄市,美濃區,興隆里,0
高雄市,美濃區,中圳里,11
高雄市,美濃區,東門里,0
高雄市,美濃區,泰安里,5
高雄市,美濃區,瀰濃里,0
高雄市,美濃區,清水里,0
高雄市,美濃區,吉洋里,0
高雄市,美濃區,吉和里,0
高雄市,美濃區,吉東里,1
高雄市,美濃區,廣林里,0
高雄市,六龜區,新威里,0
高雄市,六龜區,新興里,0
高雄市,六龜區,新寮里,0
高雄市,六龜區,新發里,0
高雄市,六龜區,荖濃里,0
高雄市,六龜區,六龜里,0
高雄市,六龜區,義寶里,0
高雄市,六龜區,興龍里,0
高雄市,六龜區,中興里,0
高雄市,六龜區,寶來里,0
高雄市,六龜區,文武里,0
高雄市,六龜區,大津里,0
高雄市,甲仙區,東安里,0
高雄市,甲仙區,西安里,0
高雄市,甲仙區,和安里,0
高雄市,甲仙區,大田里,0
高雄市,甲仙區,寶隆里,0
高雄市,甲仙區,關山里,0
高雄市,甲仙區,小林里,0
高雄市,杉林區,杉林里,0
高雄市,杉林區,木梓里,0
高雄市,杉林區,集來里,0
高雄市,杉林區,新庄里,0
高雄市,杉林區,上平里,0
高雄市,杉林區,月眉里,0
高雄市,杉林區,月美里,0
高雄市,杉林區,大愛里,0
高雄市,內門區,溝坪里,0
高雄市,內門區,金竹里,0
高雄市,內門區,永富里,0
高雄市,內門區,永吉里,0
高雄市,內門區,永興里,0
高雄市,內門區,石坑里,0
高雄市,內門區,內門里,0
高雄市,內門區,內豊里,0
高雄市,內門區,觀亭里,0
高雄市,內門區,中埔里,0
高雄市,內門區,內東里,0
高雄市,內門區,內南里,0
高雄市,內門區,東埔里,0
高雄市,內門區,三平里,0
高雄市,內門區,木柵里,0
高雄市,內門區,內興里,0
高雄市,內門區,瑞山里,0
高雄市,內門區,光興里,0
高雄市,茂林區,茂林里,0
高雄市,茂林區,萬山里,0
高雄市,茂林區,多納里,0
高雄市,桃源區,桃源里,0
高雄市,桃源區,寶山里,0
高雄市,桃源區,建山里,0
高雄市,桃源區,高中里,0
高雄市,桃源區,勤和里,0
高雄市,桃源區,復興里,0
高雄市,桃源區,拉芙蘭里,0
高雄市,桃源區,梅山里,0
高雄市,那瑪夏區,達卡努瓦里,0
高雄市,那瑪夏區,瑪雅里,0
高雄市,那瑪夏區,南沙魯里,0
