縣市,鄉鎮市區,099宅數,099比率(%)
臺中市,全區,102156,11.04
臺中市,中區,2590,27.13
臺中市,東區,3348,12.62
臺中市,南區,5635,10.84
臺中市,西區,6820,12.90
臺中市,北區,9981,14.48
臺中市,西屯區,12129,12.68
臺中市,南屯區,5651,9.89
臺中市,北屯區,10147,11.30
臺中市,豐原區,4453,9.07
臺中市,東勢區,1636,11.59
臺中市,大甲區,1913,8.88
臺中市,清水區,2445,10.31
臺中市,沙鹿區,3012,11.20
臺中市,梧棲區,1742,10.87
臺中市,后里區,1245,8.67
臺中市,神岡區,1370,7.75
臺中市,潭子區,2672,7.85
臺中市,大雅區,2154,8.11
臺中市,新社區,842,12.04
臺中市,石岡區,341,9.16
臺中市,外埔區,869,9.90
臺中市,大安區,484,8.86
臺中市,烏日區,1980,9.71
臺中市,大肚區,1940,10.84
臺中市,龍井區,2645,11.46
臺中市,霧峰區,1911,9.29
臺中市,太平區,5400,9.59
臺中市,大里區,6312,9.99
臺中市,和平區,489,19.91
