縣市,鄉鎮市區,112H1宅數,112H1比率(%)
臺中市,全區,92335,8.37
臺中市,中區,2065,20.57
臺中市,東區,2896,9.19
臺中市,南區,5392,9.02
臺中市,西區,6159,11.11
臺中市,北區,7509,10.04
臺中市,西屯區,10442,9.07
臺中市,南屯區,5303,7.10
臺中市,北屯區,10395,8.21
臺中市,豐原區,4141,7.58
臺中市,東勢區,1584,10.25
臺中市,大甲區,1965,8.37
臺中市,清水區,3016,9.52
臺中市,沙鹿區,2962,8.20
臺中市,梧棲區,1783,8.35
臺中市,后里區,1217,7.70
臺中市,神岡區,1164,5.99
臺中市,潭子區,2278,6.14
臺中市,大雅區,1890,6.14
臺中市,新社區,901,11.77
臺中市,石岡區,354,8.97
臺中市,外埔區,723,7.58
臺中市,大安區,500,8.85
臺中市,烏日區,2946,9.89
臺中市,大肚區,1574,8.19
臺中市,龍井區,2306,8.66
臺中市,霧峰區,1694,7.58
臺中市,太平區,4447,6.43
臺中市,大里區,4238,5.88
臺中市,和平區,491,18.06
