縣市,鄉鎮市區,112H2宅數,112H2比率(%)
臺中市,全區,95133,8.00
臺中市,中區,1929,19.00
臺中市,東區,4150,12.00
臺中市,南區,4883,8.00
臺中市,西區,5354,9.00
臺中市,北區,7540,10.00
臺中市,西屯區,9738,8.00
臺中市,南屯區,5865,7.00
臺中市,北屯區,11066,8.00
臺中市,豐原區,3968,7.00
臺中市,東勢區,1599,10.00
臺中市,大甲區,2015,8.00
臺中市,清水區,3019,9.00
臺中市,沙鹿區,3278,9.00
臺中市,梧棲區,2412,11.00
臺中市,后里區,1307,8.00
臺中市,神岡區,1370,6.00
臺中市,潭子區,2165,5.00
臺中市,大雅區,2011,6.00
臺中市,新社區,985,12.00
臺中市,石岡區,377,9.00
臺中市,外埔區,863,8.00
臺中市,大安區,535,9.00
臺中市,烏日區,2546,8.00
臺中市,大肚區,1511,7.00
臺中市,龍井區,2330,8.00
臺中市,霧峰區,1997,8.00
臺中市,太平區,5310,7.00
臺中市,大里區,4508,6.00
臺中市,和平區,502,18.00
