縣市,鄉鎮市區,109H1宅數,109H1比率(%)
臺中市,全區,87873,8.40
臺中市,中區,1940,19.69
臺中市,東區,2520,8.53
臺中市,南區,4765,8.18
臺中市,西區,5958,10.82
臺中市,北區,7595,10.37
臺中市,西屯區,10599,9.51
臺中市,南屯區,6044,8.67
臺中市,北屯區,8816,7.79
臺中市,豐原區,3924,7.41
臺中市,東勢區,1415,9.49
臺中市,大甲區,1733,7.72
臺中市,清水區,2720,9.85
臺中市,沙鹿區,2728,8.17
臺中市,梧棲區,1702,9.00
臺中市,后里區,1085,7.16
臺中市,神岡區,1108,5.86
臺中市,潭子區,2051,5.69
臺中市,大雅區,1836,6.20
臺中市,新社區,842,11.32
臺中市,石岡區,332,8.54
臺中市,外埔區,674,7.27
臺中市,大安區,455,8.27
臺中市,烏日區,2133,8.34
臺中市,大肚區,1384,7.53
臺中市,龍井區,2120,8.49
臺中市,霧峰區,1637,7.49
臺中市,太平區,4372,6.61
臺中市,大里區,4883,6.97
臺中市,和平區,502,19.11
