縣市,鄉鎮市區,村里,107年宅數,107年比例
彰化縣,彰化市,文化里,74,12.45%
彰化縣,彰化市,下?里,161,8.26%
彰化縣,彰化市,興北里,126,15.77%
彰化縣,彰化市,信義里,68,15.65%
彰化縣,彰化市,民生里,102,15.41%
彰化縣,彰化市,陽明里,110,14.59%
彰化縣,彰化市,萬安里,118,7.77%
彰化縣,彰化市,新興里,176,8.39%
彰化縣,彰化市,新華里,78,11.03%
彰化縣,彰化市,龍山里,99,10.18%
彰化縣,彰化市,中山里,36,9.69%
彰化縣,彰化市,中正里,100,13.85%
彰化縣,彰化市,永福里,57,13.94%
彰化縣,彰化市,光復里,47,15.22%
彰化縣,彰化市,光華里,57,15.09%
彰化縣,彰化市,萬壽里,85,17.91%
彰化縣,彰化市,中央里,70,18.59%
彰化縣,彰化市,富貴里,55,14.20%
彰化縣,彰化市,民權里,67,12.98%
彰化縣,彰化市,西興里,159,11.21%
彰化縣,彰化市,西勢里,226,13.87%
彰化縣,彰化市,忠孝里,58,11.83%
彰化縣,彰化市,忠權里,153,11.46%
彰化縣,彰化市,五權里,180,9.73%
彰化縣,彰化市,長樂里,69,14.43%
彰化縣,彰化市,東芳里,100,8.04%
彰化縣,彰化市,南安里,62,9.06%
彰化縣,彰化市,南美里,71,11.98%
彰化縣,彰化市,莿桐里,172,13.05%
彰化縣,彰化市,磚?里,115,10.69%
彰化縣,彰化市,平和里,170,9.66%
彰化縣,彰化市,桃源里,103,12.33%
彰化縣,彰化市,卦山里,133,10.99%
彰化縣,彰化市,東興里,102,12.88%
彰化縣,彰化市,大同里,100,17.73%
彰化縣,彰化市,永生里,92,15.40%
彰化縣,彰化市,華陽里,111,13.57%
彰化縣,彰化市,華北里,109,13.28%
彰化縣,彰化市,南?里,306,9.52%
彰化縣,彰化市,成功里,98,14.19%
彰化縣,彰化市,延和里,154,8.39%
彰化縣,彰化市,南興里,351,11.23%
彰化縣,彰化市,西安里,150,11.94%
彰化縣,彰化市,彰安里,181,14.68%
彰化縣,彰化市,光南里,89,10.58%
彰化縣,彰化市,介壽里,114,10.65%
彰化縣,彰化市,延平里,384,10.20%
彰化縣,彰化市,建寶里,87,8.35%
彰化縣,彰化市,福安里,67,13.51%
彰化縣,彰化市,大竹里,120,8.95%
彰化縣,彰化市,竹中里,64,9.82%
彰化縣,彰化市,安溪里,104,13.62%
彰化縣,彰化市,香山里,131,10.37%
彰化縣,彰化市,牛埔里,95,9.27%
彰化縣,彰化市,福山里,220,8.40%
彰化縣,彰化市,中庄里,113,10.93%
彰化縣,彰化市,三村里,52,14.73%
彰化縣,彰化市,國聖里,114,12.50%
彰化縣,彰化市,寶?里,0,0.00%
彰化縣,彰化市,茄苳里,25,8.60%
彰化縣,彰化市,茄南里,106,9.92%
彰化縣,彰化市,阿夷里,284,8.30%
