縣市,鄉鎮市區,村里,105年宅數,105年比例
南投縣,南投市,龍泉里,31,8.02%
南投縣,南投市,康壽里,73,10.12%
南投縣,南投市,三民里,58,14.61%
南投縣,南投市,仁和里,19,8.78%
南投縣,南投市,南投里,30,12.44%
南投縣,南投市,彰仁里,30,16.44%
南投縣,南投市,崇文里,86,15.63%
南投縣,南投市,漳興里,114,10.11%
南投縣,南投市,漳和里,258,9.18%
南投縣,南投市,軍功里,241,12.79%
南投縣,南投市,東山里,27,21.35%
南投縣,南投市,平和里,328,12.02%
南投縣,南投市,振興里,59,7.81%
南投縣,南投市,千秋里,33,9.63%
南投縣,南投市,三興里,174,8.12%
南投縣,南投市,三和里,144,11.76%
南投縣,南投市,嘉興里,87,11.49%
南投縣,南投市,嘉和里,218,11.38%
南投縣,南投市,福山里,76,12.63%
南投縣,南投市,永興里,14,6.12%
南投縣,南投市,鳳鳴里,15,12.50%
南投縣,南投市,鳳山里,19,8.28%
南投縣,南投市,平山里,206,9.30%
南投縣,南投市,新興里,179,8.78%
南投縣,南投市,永豐里,115,9.88%
南投縣,南投市,福興里,203,15.46%
南投縣,南投市,營北里,346,13.08%
南投縣,南投市,營南里,125,12.77%
南投縣,南投市,內興里,362,13.08%
南投縣,南投市,內新里,58,10.44%
南投縣,南投市,光華里,5,14.29%
南投縣,南投市,光榮里,53,16.30%
南投縣,南投市,光明里,9,13.33%
南投縣,南投市,光輝里,33,15.15%
南投縣,埔里鎮,東門里,140,10.17%
南投縣,埔里鎮,南門里,44,10.56%
南投縣,埔里鎮,西門里,148,10.77%
南投縣,埔里鎮,北門里,102,9.59%
南投縣,埔里鎮,同聲里,87,9.59%
南投縣,埔里鎮,薰化里,63,11.46%
南投縣,埔里鎮,清新里,186,10.94%
南投縣,埔里鎮,大城里,305,10.96%
南投縣,埔里鎮,籃城里,35,10.13%
南投縣,埔里鎮,枇杷里,409,12.13%
南投縣,埔里鎮,水頭里,195,12.09%
南投縣,埔里鎮,麒麟里,73,14.86%
南投縣,埔里鎮,珠格里,21,6.32%
南投縣,埔里鎮,溪南里,38,10.53%
南投縣,埔里鎮,桃米里,84,15.66%
南投縣,埔里鎮,成功里,20,20.34%
南投縣,埔里鎮,南村里,94,15.76%
南投縣,埔里鎮,愛蘭里,87,12.75%
南投縣,埔里鎮,鐵山里,84,10.95%
南投縣,埔里鎮,房里里,36,7.69%
南投縣,埔里鎮,向善里,42,15.26%
南投縣,埔里鎮,一新里,26,11.48%
南投縣,埔里鎮,廣成里,57,13.60%
南投縣,埔里鎮,史港里,30,13.73%
南投縣,埔里鎮,福興里,54,13.15%
南投縣,埔里鎮,牛眠里,111,10.44%
南投縣,埔里鎮,大湳里,87,12.52%
南投縣,埔里鎮,蜈蚣里,181,16.69%
南投縣,埔里鎮,合成里,83,12.38%
南投縣,埔里鎮,北安里,112,8.59%
南投縣,埔里鎮,杷城里,89,8.53%
南投縣,埔里鎮,北梅里,156,11.02%
南投縣,埔里鎮,泰安里,57,7.05%
南投縣,草屯鎮,玉峰里,99,10.41%
南投縣,草屯鎮,炎峰里,92,9.08%
南投縣,草屯鎮,和平里,52,9.91%
南投縣,草屯鎮,敦和里,237,9.23%
南投縣,草屯鎮,山腳里,366,11.10%
南投縣,草屯鎮,富寮里,233,8.70%
南投縣,草屯鎮,御史里,236,9.82%
南投縣,草屯鎮,新豐里,129,10.03%
南投縣,草屯鎮,碧峰里,167,9.53%
南投縣,草屯鎮,碧洲里,91,9.99%
南投縣,草屯鎮,復興里,145,12.71%
南投縣,草屯鎮,上林里,125,10.14%
