縣市,鄉鎮市區,111H2宅數,111H2比率(%)
宜蘭縣,全區,28915,14.68
宜蘭縣,宜蘭市,5025,12.02
宜蘭縣,羅東鎮,3254,11.74
宜蘭縣,蘇澳鎮,2286,14.12
宜蘭縣,頭城鎮,2242,17.45
宜蘭縣,礁溪鄉,7099,29.50
宜蘭縣,壯圍鄉,1171,12.57
宜蘭縣,員山鄉,1496,11.99
宜蘭縣,冬山鄉,2425,10.88
宜蘭縣,五結鄉,2305,12.46
宜蘭縣,三星鄉,1416,15.09
宜蘭縣,大同鄉,146,11.66
宜蘭縣,南澳鄉,50,4.43
