縣市,鄉鎮市區,099宅數,099比率(%)
宜蘭縣,全區,26593,15.81
宜蘭縣,宜蘭市,4836,13.46
宜蘭縣,羅東鎮,3328,12.90
宜蘭縣,蘇澳鎮,2085,14.03
宜蘭縣,頭城鎮,1639,14.67
宜蘭縣,礁溪鄉,6090,31.79
宜蘭縣,壯圍鄉,1103,13.93
宜蘭縣,員山鄉,1319,12.90
宜蘭縣,冬山鄉,2278,12.11
宜蘭縣,五結鄉,2578,17.08
宜蘭縣,三星鄉,1170,16.12
宜蘭縣,大同鄉,102,10.27
宜蘭縣,南澳鄉,65,6.67
