縣市,鄉鎮市區,村里,104年宅數,104年比例
宜蘭縣,宜蘭市,神農里,188,12.91%
宜蘭縣,宜蘭市,民權里,130,13.98%
宜蘭縣,宜蘭市,進士里,143,11.57%
宜蘭縣,宜蘭市,南橋里,71,15.29%
宜蘭縣,宜蘭市,建業里,135,16.69%
宜蘭縣,宜蘭市,南津里,251,21.58%
宜蘭縣,宜蘭市,凱旋里,78,17.22%
宜蘭縣,宜蘭市,黎明里,97,12.96%
宜蘭縣,宜蘭市,東村里,112,12.15%
宜蘭縣,宜蘭市,延平里,138,10.22%
宜蘭縣,宜蘭市,七張里,50,10.71%
宜蘭縣,宜蘭市,慈安里,91,10.27%
宜蘭縣,宜蘭市,新民里,124,14.54%
宜蘭縣,宜蘭市,東門里,101,17.33%
宜蘭縣,宜蘭市,小東里,76,10.52%
宜蘭縣,宜蘭市,菜園里,92,13.37%
宜蘭縣,宜蘭市,孝廉里,121,18.63%
宜蘭縣,宜蘭市,新生里,204,17.45%
宜蘭縣,宜蘭市,茭白里,110,11.81%
宜蘭縣,宜蘭市,北津里,130,12.97%
宜蘭縣,宜蘭市,梅洲里,186,14.80%
宜蘭縣,宜蘭市,北門里,93,16.29%
宜蘭縣,宜蘭市,中山里,129,22.62%
宜蘭縣,宜蘭市,西門里,103,12.85%
宜蘭縣,宜蘭市,南門里,105,15.46%
宜蘭縣,宜蘭市,負郭里,172,11.94%
宜蘭縣,宜蘭市,民族里,162,14.22%
宜蘭縣,宜蘭市,建軍里,102,12.17%
宜蘭縣,宜蘭市,思源里,271,11.20%
宜蘭縣,宜蘭市,文化里,208,13.55%
宜蘭縣,宜蘭市,復興里,179,11.48%
宜蘭縣,宜蘭市,成功里,191,13.55%
宜蘭縣,宜蘭市,新東里,178,12.59%
宜蘭縣,宜蘭市,七結里,137,11.33%
宜蘭縣,宜蘭市,泰山里,112,12.11%
宜蘭縣,宜蘭市,大新里,88,19.30%
宜蘭縣,宜蘭市,中興里,128,10.17%
宜蘭縣,宜蘭市,擺厘里,297,16.26%
宜蘭縣,羅東鎮,大新里,146,16.09%
宜蘭縣,羅東鎮,東安里,218,12.53%
宜蘭縣,羅東鎮,新群里,138,12.23%
宜蘭縣,羅東鎮,羅莊里,201,13.53%
宜蘭縣,羅東鎮,南昌里,141,11.57%
宜蘭縣,羅東鎮,南豪里,57,10.28%
宜蘭縣,羅東鎮,成功里,90,12.38%
宜蘭縣,羅東鎮,仁德里,95,14.96%
宜蘭縣,羅東鎮,漢民里,245,14.26%
宜蘭縣,羅東鎮,西安里,120,10.14%
宜蘭縣,羅東鎮,北成里,237,16.67%
宜蘭縣,羅東鎮,賢文里,177,10.57%
宜蘭縣,羅東鎮,公正里,123,10.28%
宜蘭縣,羅東鎮,集祥里,56,11.73%
宜蘭縣,羅東鎮,信義里,136,9.71%
宜蘭縣,羅東鎮,竹林里,89,8.10%
宜蘭縣,羅東鎮,仁愛里,138,9.95%
宜蘭縣,羅東鎮,樹林里,156,10.64%
宜蘭縣,羅東鎮,國華里,225,11.40%
宜蘭縣,羅東鎮,維揚里,98,8.28%
宜蘭縣,羅東鎮,開明里,97,13.37%
宜蘭縣,羅東鎮,中山里,80,11.21%
宜蘭縣,羅東鎮,仁和里,85,14.85%
宜蘭縣,蘇澳鎮,龍德里,202,14.51%
宜蘭縣,蘇澳鎮,頂寮里,36,10.86%
宜蘭縣,蘇澳鎮,永榮里,230,15.13%
宜蘭縣,蘇澳鎮,存仁里,56,15.60%
宜蘭縣,蘇澳鎮,港邊里,137,22.69%
宜蘭縣,蘇澳鎮,隘丁里,172,14.48%
宜蘭縣,蘇澳鎮,新城里,84,15.16%
宜蘭縣,蘇澳鎮,聖湖里,87,9.70%
宜蘭縣,蘇澳鎮,蘇西里,142,12.33%
宜蘭縣,蘇澳鎮,蘇北里,98,17.61%
宜蘭縣,蘇澳鎮,蘇南里,51,20.00%
宜蘭縣,蘇澳鎮,蘇東里,117,25.71%
宜蘭縣,蘇澳鎮,長安里,109,29.22%
宜蘭縣,蘇澳鎮,永光里,76,26.07%
宜蘭縣,蘇澳鎮,永春里,88,25.32%
宜蘭縣,蘇澳鎮,永樂里,66,24.02%
宜蘭縣,蘇澳鎮,南安里,33,8.64%
宜蘭縣,蘇澳鎮,南正里,70,16.00%
宜蘭縣,蘇澳鎮,南成里,57,13.79%
宜蘭縣,蘇澳鎮,南興里,66,12.56%
宜蘭縣,蘇澳鎮,南寧里,50,13.42%
宜蘭縣,蘇澳鎮,南建里,64,13.22%
宜蘭縣,蘇澳鎮,東澳里,40,25.78%
宜蘭縣,蘇澳鎮,南強里,56,14.24%
宜蘭縣,蘇澳鎮,朝陽里,61,19.49%
宜蘭縣,蘇澳鎮,聖愛里,150,12.00%
宜蘭縣,頭城鎮,石城里,42,28.42%
宜蘭縣,頭城鎮,大里里,70,20.23%
宜蘭縣,頭城鎮,大溪里,101,22.39%
宜蘭縣,頭城鎮,合興里,63,29.68%
宜蘭縣,頭城鎮,更新里,92,16.92%
宜蘭縣,頭城鎮,外澳里,111,26.90%
宜蘭縣,頭城鎮,港口里,69,22.78%
宜蘭縣,頭城鎮,武營里,87,12.43%
宜蘭縣,頭城鎮,大坑里,233,32.06%
宜蘭縣,頭城鎮,城東里,63,15.84%
宜蘭縣,頭城鎮,城北里,26,9.39%
宜蘭縣,頭城鎮,城西里,34,12.28%
宜蘭縣,頭城鎮,城南里,53,14.13%
宜蘭縣,頭城鎮,竹安里,113,15.59%
宜蘭縣,頭城鎮,新建里,138,14.64%
宜蘭縣,頭城鎮,拔雅里,165,15.58%
宜蘭縣,頭城鎮,福成里,48,12.42%
宜蘭縣,頭城鎮,金面里,100,12.48%
宜蘭縣,頭城鎮,金盈里,37,13.12%
宜蘭縣,頭城鎮,頂埔里,60,10.70%
宜蘭縣,頭城鎮,下埔里,55,15.71%
宜蘭縣,頭城鎮,中崙里,41,10.86%
宜蘭縣,頭城鎮,二城里,98,17.52%
宜蘭縣,頭城鎮,龜山里,17,6.88%
宜蘭縣,礁溪鄉,白雲村,135,18.79%
宜蘭縣,礁溪鄉,玉石村,1037,40.38%
宜蘭縣,礁溪鄉,德陽村,2812,47.43%
宜蘭縣,礁溪鄉,大忠村,1249,35.16%
宜蘭縣,礁溪鄉,大義村,41,13.81%
宜蘭縣,礁溪鄉,六結村,130,17.11%
宜蘭縣,礁溪鄉,二龍村,102,23.20%
宜蘭縣,礁溪鄉,時潮村,163,25.22%
宜蘭縣,礁溪鄉,玉田村,145,17.10%
宜蘭縣,礁溪鄉,三民村,123,12.38%
宜蘭縣,礁溪鄉,林美村,56,15.05%
宜蘭縣,礁溪鄉,白鵝村,63,20.46%
宜蘭縣,礁溪鄉,玉光村,69,17.99%
宜蘭縣,礁溪鄉,光武村,97,17.08%
宜蘭縣,礁溪鄉,吳沙村,194,16.88%
宜蘭縣,礁溪鄉,龍潭村,234,16.00%
宜蘭縣,礁溪鄉,匏崙村,55,15.13%
宜蘭縣,礁溪鄉,二結村,34,23.14%
宜蘭縣,壯圍鄉,吉祥村,117,11.92%
宜蘭縣,壯圍鄉,美福村,96,14.74%
宜蘭縣,壯圍鄉,新南村,56,13.74%
宜蘭縣,壯圍鄉,東港村,72,19.20%
宜蘭縣,壯圍鄉,復興村,83,14.19%
宜蘭縣,壯圍鄉,過嶺村,87,14.06%
宜蘭縣,壯圍鄉,永鎮村,58,18.91%
宜蘭縣,壯圍鄉,忠孝村,132,15.70%
宜蘭縣,壯圍鄉,古亭村,72,12.79%
宜蘭縣,壯圍鄉,功勞村,55,11.62%
宜蘭縣,壯圍鄉,美城村,189,21.39%
宜蘭縣,壯圍鄉,新社村,71,16.52%
宜蘭縣,壯圍鄉,大福村,150,19.64%
宜蘭縣,壯圍鄉,古結村,57,13.71%
宜蘭縣,員山鄉,員山村,252,10.50%
宜蘭縣,員山鄉,尚德村,134,14.95%
宜蘭縣,員山鄉,惠好村,86,13.65%
宜蘭縣,員山鄉,七賢村,70,13.40%
宜蘭縣,員山鄉,深溝村,147,17.83%
宜蘭縣,員山鄉,蓁巷村,84,16.09%
宜蘭縣,員山鄉,內城村,103,16.49%
宜蘭縣,員山鄉,中華村,65,24.88%
宜蘭縣,員山鄉,永和村,85,11.92%
宜蘭縣,員山鄉,頭分村,32,6.57%
宜蘭縣,員山鄉,枕山村,90,10.43%
宜蘭縣,員山鄉,同樂村,113,11.80%
宜蘭縣,員山鄉,湖東村,39,11.97%
宜蘭縣,員山鄉,逸仙村,56,16.27%
宜蘭縣,員山鄉,湖北村,64,16.97%
宜蘭縣,員山鄉,湖西村,79,14.45%
宜蘭縣,冬山鄉,武淵村,78,13.47%
宜蘭縣,冬山鄉,珍珠村,88,12.48%
宜蘭縣,冬山鄉,補城村,97,18.90%
宜蘭縣,冬山鄉,三奇村,62,15.60%
宜蘭縣,冬山鄉,大興村,57,12.88%
宜蘭縣,冬山鄉,東城村,82,12.92%
宜蘭縣,冬山鄉,香和村,122,10.53%
宜蘭縣,冬山鄉,南興村,109,9.41%
宜蘭縣,冬山鄉,冬山村,55,14.38%
宜蘭縣,冬山鄉,安平村,46,14.57%
宜蘭縣,冬山鄉,太和村,102,16.08%
宜蘭縣,冬山鄉,八寶村,67,17.20%
宜蘭縣,冬山鄉,丸山村,83,13.02%
宜蘭縣,冬山鄉,中山村,42,22.06%
宜蘭縣,冬山鄉,順安村,194,9.06%
宜蘭縣,冬山鄉,永美村,105,7.69%
宜蘭縣,冬山鄉,群英村,233,10.78%
宜蘭縣,冬山鄉,清溝村,108,7.06%
宜蘭縣,冬山鄉,鹿埔村,154,13.54%
宜蘭縣,冬山鄉,得安村,90,15.18%
宜蘭縣,冬山鄉,廣興村,113,10.10%
宜蘭縣,冬山鄉,廣安村,78,9.49%
宜蘭縣,冬山鄉,柯林村,141,16.14%
宜蘭縣,冬山鄉,大進村,70,20.88%
宜蘭縣,五結鄉,三興村,176,18.44%
宜蘭縣,五結鄉,二結村,127,15.16%
宜蘭縣,五結鄉,鎮安村,90,8.79%
宜蘭縣,五結鄉,上四村,120,14.89%
宜蘭縣,五結鄉,中興村,85,12.34%
