縣市,鄉鎮市區,村里,105年宅數,105年比例
宜蘭縣,宜蘭市,神農里,168,11.56%
宜蘭縣,宜蘭市,民權里,112,12.08%
宜蘭縣,宜蘭市,進士里,129,10.38%
宜蘭縣,宜蘭市,南橋里,57,11.60%
宜蘭縣,宜蘭市,建業里,162,18.69%
宜蘭縣,宜蘭市,南津里,286,23.61%
宜蘭縣,宜蘭市,凱旋里,63,13.61%
宜蘭縣,宜蘭市,黎明里,93,12.05%
宜蘭縣,宜蘭市,東村里,115,11.69%
宜蘭縣,宜蘭市,延平里,179,12.44%
宜蘭縣,宜蘭市,七張里,54,10.96%
宜蘭縣,宜蘭市,慈安里,90,9.76%
宜蘭縣,宜蘭市,新民里,151,17.65%
宜蘭縣,宜蘭市,東門里,104,17.80%
宜蘭縣,宜蘭市,小東里,77,10.65%
宜蘭縣,宜蘭市,菜園里,90,13.13%
宜蘭縣,宜蘭市,孝廉里,123,18.83%
宜蘭縣,宜蘭市,新生里,180,15.26%
宜蘭縣,宜蘭市,茭白里,100,10.64%
宜蘭縣,宜蘭市,北津里,129,12.89%
宜蘭縣,宜蘭市,梅洲里,177,14.01%
宜蘭縣,宜蘭市,北門里,75,13.19%
宜蘭縣,宜蘭市,中山里,117,20.63%
宜蘭縣,宜蘭市,西門里,100,12.45%
宜蘭縣,宜蘭市,南門里,110,16.15%
宜蘭縣,宜蘭市,負郭里,168,11.60%
宜蘭縣,宜蘭市,民族里,152,13.41%
宜蘭縣,宜蘭市,建軍里,102,11.79%
宜蘭縣,宜蘭市,思源里,315,12.92%
宜蘭縣,宜蘭市,文化里,194,12.66%
宜蘭縣,宜蘭市,復興里,158,10.14%
宜蘭縣,宜蘭市,成功里,541,38.20%
宜蘭縣,宜蘭市,新東里,330,23.26%
宜蘭縣,宜蘭市,七結里,481,39.76%
宜蘭縣,宜蘭市,泰山里,299,32.14%
宜蘭縣,宜蘭市,大新里,151,33.33%
宜蘭縣,宜蘭市,中興里,165,12.75%
宜蘭縣,宜蘭市,擺厘里,968,52.58%
宜蘭縣,羅東鎮,大新里,149,16.25%
宜蘭縣,羅東鎮,東安里,217,12.42%
宜蘭縣,羅東鎮,新群里,191,16.04%
宜蘭縣,羅東鎮,羅莊里,175,11.78%
宜蘭縣,羅東鎮,南昌里,141,11.53%
宜蘭縣,羅東鎮,南豪里,49,8.74%
宜蘭縣,羅東鎮,成功里,80,10.95%
宜蘭縣,羅東鎮,仁德里,89,13.85%
宜蘭縣,羅東鎮,漢民里,235,13.70%
宜蘭縣,羅東鎮,西安里,110,9.28%
宜蘭縣,羅東鎮,北成里,190,13.35%
宜蘭縣,羅東鎮,賢文里,203,12.09%
宜蘭縣,羅東鎮,公正里,124,10.34%
宜蘭縣,羅東鎮,集祥里,46,9.58%
宜蘭縣,羅東鎮,信義里,173,12.13%
宜蘭縣,羅東鎮,竹林里,76,6.89%
宜蘭縣,羅東鎮,仁愛里,146,10.40%
宜蘭縣,羅東鎮,樹林里,155,10.48%
宜蘭縣,羅東鎮,國華里,223,11.27%
宜蘭縣,羅東鎮,維揚里,106,8.95%
宜蘭縣,羅東鎮,開明里,101,14.00%
宜蘭縣,羅東鎮,中山里,102,12.97%
宜蘭縣,羅東鎮,仁和里,91,15.87%
宜蘭縣,蘇澳鎮,龍德里,193,13.67%
宜蘭縣,蘇澳鎮,頂寮里,29,8.89%
宜蘭縣,蘇澳鎮,永榮里,219,14.18%
宜蘭縣,蘇澳鎮,存仁里,50,13.88%
宜蘭縣,蘇澳鎮,港邊里,131,21.66%
宜蘭縣,蘇澳鎮,隘丁里,167,13.88%
宜蘭縣,蘇澳鎮,新城里,94,16.67%
宜蘭縣,蘇澳鎮,聖湖里,91,10.18%
宜蘭縣,蘇澳鎮,蘇西里,164,14.24%
宜蘭縣,蘇澳鎮,蘇北里,102,18.30%
宜蘭縣,蘇澳鎮,蘇南里,50,19.50%
宜蘭縣,蘇澳鎮,蘇東里,115,25.21%
宜蘭縣,蘇澳鎮,長安里,101,27.06%
宜蘭縣,蘇澳鎮,永光里,70,24.04%
宜蘭縣,蘇澳鎮,永春里,84,24.36%
宜蘭縣,蘇澳鎮,永樂里,58,21.35%
宜蘭縣,蘇澳鎮,南安里,32,8.39%
宜蘭縣,蘇澳鎮,南正里,65,15.03%
宜蘭縣,蘇澳鎮,南成里,56,13.58%
宜蘭縣,蘇澳鎮,南興里,67,12.59%
