縣市,鄉鎮市區,103宅數,103比率(%)
臺東縣,全區,11278,13.43
臺東縣,臺東市,3788,9.25
臺東縣,成功鎮,1066,17.23
臺東縣,關山鎮,408,12.18
臺東縣,卑南鄉,1723,21.26
臺東縣,大武鄉,556,24.74
臺東縣,太麻里鄉,588,14.17
臺東縣,東河鄉,689,19.10
臺東縣,長濱鄉,706,20.19
臺東縣,鹿野鄉,502,15.09
臺東縣,池上鄉,523,15.56
臺東縣,綠島鄉,144,21.02
臺東縣,延平鄉,120,15.08
臺東縣,海端鄉,149,18.46
臺東縣,達仁鄉,229,21.57
臺東縣,金峰鄉,48,5.92
臺東縣,蘭嶼鄉,39,3.75
