縣市,鄉鎮市區,113H1宅數,113H1比率(%)
臺東縣,全區,13156,14.93
臺東縣,臺東市,4172,9.56
臺東縣,成功鎮,1173,19.25
臺東縣,關山鎮,514,15.34
臺東縣,卑南鄉,2623,29.02
臺東縣,大武鄉,578,24.69
臺東縣,太麻里鄉,777,18.12
臺東縣,東河鄉,641,18.00
臺東縣,長濱鄉,808,23.24
臺東縣,鹿野鄉,520,15.63
臺東縣,池上鄉,549,16.16
臺東縣,綠島鄉,176,25.40
臺東縣,延平鄉,138,15.61
臺東縣,海端鄉,108,12.36
臺東縣,達仁鄉,217,18.94
臺東縣,金峰鄉,81,9.67
臺東縣,蘭嶼鄉,81,6.81
