縣市,鄉鎮市區,110H2宅數,110H2比率(%)
臺東縣,全區,11969,13.68
臺東縣,臺東市,3808,8.92
臺東縣,成功鎮,1120,17.97
臺東縣,關山鎮,474,13.77
臺東縣,卑南鄉,2497,28.22
臺東縣,大武鄉,559,23.68
臺東縣,太麻里鄉,637,14.82
臺東縣,東河鄉,669,18.31
臺東縣,長濱鄉,603,17.12
臺東縣,鹿野鄉,516,15.13
臺東縣,池上鄉,466,13.46
臺東縣,綠島鄉,61,8.70
臺東縣,延平鄉,143,16.40
臺東縣,海端鄉,96,11.08
臺東縣,達仁鄉,206,18.32
臺東縣,金峰鄉,77,9.05
臺東縣,蘭嶼鄉,37,3.15
