縣市,鄉鎮市區,100宅數,100比率(%)
澎湖縣,全區,2534,8.14
澎湖縣,馬公市,1204,6.47
澎湖縣,湖西鄉,408,9.21
澎湖縣,白沙鄉,425,14.42
澎湖縣,西嶼鄉,237,8.11
澎湖縣,望安鄉,119,9.34
澎湖縣,七美鄉,141,14.38
