縣市,鄉鎮市區,112H1宅數,112H1比率(%)
澎湖縣,全區,3334,9.86
澎湖縣,馬公市,1563,7.60
澎湖縣,湖西鄉,547,11.11
澎湖縣,白沙鄉,588,19.23
澎湖縣,西嶼鄉,358,12.05
澎湖縣,望安鄉,120,9.23
澎湖縣,七美鄉,158,15.80
