縣市,鄉鎮市區,111Q2宅數
新竹縣,全區,3665
新竹縣,竹北市,1364
新竹縣,關西鎮,40
新竹縣,新埔鎮,224
新竹縣,竹東鎮,281
新竹縣,湖口鄉,815
新竹縣,橫山鄉,25
新竹縣,新豐鄉,794
新竹縣,芎林鄉,89
新竹縣,寶山鄉,18
新竹縣,北埔鄉,13
新竹縣,峨眉鄉,1
新竹縣,尖石鄉,0
新竹縣,五峰鄉,1
