縣市,鄉鎮市區,113Q2宅數
新竹縣,全區,4896
新竹縣,竹北市,1927
新竹縣,關西鎮,166
新竹縣,新埔鎮,478
新竹縣,竹東鎮,370
新竹縣,湖口鄉,923
新竹縣,橫山鄉,28
新竹縣,新豐鄉,815
新竹縣,芎林鄉,119
新竹縣,寶山鄉,68
新竹縣,北埔鄉,2
新竹縣,峨眉鄉,0
新竹縣,尖石鄉,0
新竹縣,五峰鄉,0
