縣市,鄉鎮市區,098宅數,098比率(%)
嘉義縣,全區,20115,12.37
嘉義縣,太保市,1962,15.10
嘉義縣,朴子市,2413,16.89
嘉義縣,布袋鎮,1157,12.77
嘉義縣,大林鎮,1410,13.16
嘉義縣,民雄鄉,3334,13.20
嘉義縣,溪口鄉,504,11.58
嘉義縣,新港鄉,946,10.57
嘉義縣,六腳鄉,536,8.24
嘉義縣,東石鄉,539,7.86
嘉義縣,義竹鄉,374,6.75
嘉義縣,鹿草鄉,383,8.82
嘉義縣,水上鄉,1959,10.90
嘉義縣,中埔鄉,1403,10.13
嘉義縣,竹崎鄉,1245,12.09
嘉義縣,梅山鄉,847,14.40
嘉義縣,番路鄉,752,19.75
嘉義縣,大埔鄉,187,20.34
嘉義縣,阿里山鄉,164,15.31
