縣市,鄉鎮市區,102宅數,102比率(%)
嘉義縣,全區,20217,12.14
嘉義縣,太保市,1917,14.15
嘉義縣,朴子市,2234,15.15
嘉義縣,布袋鎮,1242,13.70
嘉義縣,大林鎮,1399,12.84
嘉義縣,民雄鄉,3273,12.53
嘉義縣,溪口鄉,507,11.58
嘉義縣,新港鄉,981,10.82
嘉義縣,六腳鄉,698,10.70
嘉義縣,東石鄉,554,8.00
嘉義縣,義竹鄉,433,7.61
嘉義縣,鹿草鄉,453,10.22
嘉義縣,水上鄉,1985,10.93
嘉義縣,中埔鄉,1308,9.26
嘉義縣,竹崎鄉,1272,12.15
嘉義縣,梅山鄉,821,13.77
嘉義縣,番路鄉,796,18.94
嘉義縣,大埔鄉,200,20.17
嘉義縣,阿里山鄉,144,11.58
