縣市,鄉鎮市區,109H1宅數,109H1比率(%)
嘉義縣,全區,19847,11.46
嘉義縣,太保市,1738,11.62
嘉義縣,朴子市,2065,13.55
嘉義縣,布袋鎮,1266,14.06
嘉義縣,大林鎮,1472,12.73
嘉義縣,民雄鄉,2838,10.13
嘉義縣,溪口鄉,555,12.48
嘉義縣,新港鄉,970,10.36
嘉義縣,六腳鄉,813,12.62
嘉義縣,東石鄉,723,10.39
嘉義縣,義竹鄉,568,9.96
嘉義縣,鹿草鄉,452,10.08
嘉義縣,水上鄉,1813,9.66
嘉義縣,中埔鄉,1248,8.57
嘉義縣,竹崎鄉,1353,12.53
嘉義縣,梅山鄉,893,14.52
嘉義縣,番路鄉,725,16.65
嘉義縣,大埔鄉,226,22.15
嘉義縣,阿里山鄉,129,9.75
