縣市,鄉鎮市區,110Q2宅數
苗栗縣,全區,1956
苗栗縣,苗栗市,347
苗栗縣,苑裡鎮,117
苗栗縣,通霄鎮,10
苗栗縣,竹南鎮,503
苗栗縣,頭份市,726
苗栗縣,後龍鎮,90
苗栗縣,卓蘭鎮,4
苗栗縣,大湖鄉,3
苗栗縣,公館鄉,95
苗栗縣,銅鑼鄉,33
苗栗縣,南庄鄉,8
苗栗縣,頭屋鄉,7
苗栗縣,三義鄉,8
苗栗縣,西湖鄉,0
苗栗縣,造橋鄉,3
苗栗縣,三灣鄉,2
苗栗縣,獅潭鄉,0
苗栗縣,泰安鄉,0
