縣市,鄉鎮市區,107宅數,107比率(%)
屏東縣,全區,28478,9.96
屏東縣,屏東市,7863,9.94
屏東縣,潮州鎮,2221,10.20
屏東縣,東港鎮,1004,6.77
屏東縣,恆春鎮,1448,13.24
屏東縣,萬丹鄉,1558,9.21
屏東縣,長治鄉,880,8.36
屏東縣,麟洛鄉,442,10.77
屏東縣,九如鄉,732,9.79
屏東縣,里港鄉,762,9.95
屏東縣,鹽埔鄉,562,7.31
屏東縣,高樹鄉,684,9.90
屏東縣,萬巒鄉,597,9.34
屏東縣,內埔鄉,2310,10.77
屏東縣,竹田鄉,621,10.35
屏東縣,新埤鄉,431,12.23
屏東縣,枋寮鄉,1015,11.07
屏東縣,新園鄉,713,6.70
屏東縣,崁頂鄉,287,8.27
屏東縣,林邊鄉,562,10.03
屏東縣,南州鄉,344,9.38
屏東縣,佳冬鄉,499,8.48
屏東縣,琉球鄉,189,6.57
屏東縣,車城鄉,524,15.88
屏東縣,滿州鄉,367,15.30
屏東縣,枋山鄉,242,13.02
屏東縣,三地門鄉,199,10.64
屏東縣,霧臺鄉,300,29.74
屏東縣,瑪家鄉,151,9.11
屏東縣,泰武鄉,151,13.64
屏東縣,來義鄉,300,13.70
屏東縣,春日鄉,165,13.11
屏東縣,獅子鄉,132,10.71
屏東縣,牡丹鄉,223,14.93
