縣市,鄉鎮市區,098宅數,098比率(%)
屏東縣,全區,28462,10.63
屏東縣,屏東市,8689,11.46
屏東縣,潮州鎮,2328,11.51
屏東縣,東港鎮,857,6.45
屏東縣,恆春鎮,1381,13.18
屏東縣,萬丹鄉,1606,10.00
屏東縣,長治鄉,814,8.47
屏東縣,麟洛鄉,373,9.92
屏東縣,九如鄉,736,10.36
屏東縣,里港鄉,740,10.23
屏東縣,鹽埔鄉,565,7.70
屏東縣,高樹鄉,621,9.66
屏東縣,萬巒鄉,538,8.96
屏東縣,內埔鄉,2083,10.76
屏東縣,竹田鄉,599,10.64
屏東縣,新埤鄉,395,11.89
屏東縣,枋寮鄉,1078,12.01
屏東縣,新園鄉,688,6.98
屏東縣,崁頂鄉,249,7.66
屏東縣,林邊鄉,575,10.56
屏東縣,南州鄉,309,8.51
屏東縣,佳冬鄉,477,8.73
屏東縣,琉球鄉,211,8.14
屏東縣,車城鄉,486,15.65
屏東縣,滿州鄉,276,12.47
屏東縣,枋山鄉,209,12.23
屏東縣,三地門鄉,212,13.95
屏東縣,霧臺鄉,464,70.01
屏東縣,瑪家鄉,128,9.05
屏東縣,泰武鄉,84,10.08
屏東縣,來義鄉,221,12.49
屏東縣,春日鄉,172,14.41
屏東縣,獅子鄉,124,10.90
屏東縣,牡丹鄉,174,14.43
