縣市,鄉鎮市區,103宅數,103比率(%)
屏東縣,全區,27695,10.03
屏東縣,屏東市,7915,10.26
屏東縣,潮州鎮,2295,10.95
屏東縣,東港鎮,910,6.58
屏東縣,恆春鎮,1052,10.11
屏東縣,萬丹鄉,1486,9.09
屏東縣,長治鄉,932,9.28
屏東縣,麟洛鄉,426,10.77
屏東縣,九如鄉,734,10.12
屏東縣,里港鄉,723,9.79
屏東縣,鹽埔鄉,563,7.48
屏東縣,高樹鄉,667,9.92
屏東縣,萬巒鄉,541,8.73
屏東縣,內埔鄉,2248,11.06
屏東縣,竹田鄉,605,10.41
屏東縣,新埤鄉,400,11.65
屏東縣,枋寮鄉,1011,11.17
屏東縣,新園鄉,684,6.75
屏東縣,崁頂鄉,281,8.41
屏東縣,林邊鄉,504,9.16
屏東縣,南州鄉,348,9.53
屏東縣,佳冬鄉,464,8.22
屏東縣,琉球鄉,205,7.53
屏東縣,車城鄉,476,15.06
屏東縣,滿州鄉,307,13.22
屏東縣,枋山鄉,206,11.41
屏東縣,三地門鄉,240,13.08
屏東縣,霧臺鄉,381,38.57
屏東縣,瑪家鄉,169,10.33
屏東縣,泰武鄉,139,13.40
屏東縣,來義鄉,300,14.13
屏東縣,春日鄉,146,11.92
屏東縣,獅子鄉,132,11.16
屏東縣,牡丹鄉,205,15.38
