縣市,鄉鎮市區,107宅數,107比率(%)
金門縣,全區,3966,18.22
金門縣,金城鎮,929,14.26
金門縣,金湖鎮,1121,20.51
金門縣,金沙鎮,658,20.61
金門縣,金寧鄉,1045,19.62
金門縣,烈嶼鄉,213,16.81
金門縣,烏坵鄉,0,0.00
