縣市,鄉鎮市區,村里,104年宅數,104年比例
金門縣,金城鎮,東門里,104,12.08%
金門縣,金城鎮,古城里,86,16.11%
金門縣,金城鎮,金水里,30,10.95%
金門縣,金城鎮,珠沙里,65,14.76%
金門縣,金城鎮,賢庵里,78,11.08%
金門縣,金沙鎮,汶沙里,162,16.90%
金門縣,金沙鎮,三山里,60,23.67%
金門縣,金沙鎮,大洋里,22,13.08%
金門縣,金沙鎮,光前里,69,15.61%
金門縣,金沙鎮,何斗里,53,15.75%
金門縣,金沙鎮,西園里,41,19.64%
金門縣,金沙鎮,官嶼里,59,22.17%
金門縣,金沙鎮,浦山里,58,16.90%
金門縣,金湖鎮,新市里,67,9.34%
金門縣,金湖鎮,山外里,68,11.86%
金門縣,金湖鎮,正義里,48,11.94%
金門縣,金湖鎮,料羅里,88,30.12%
金門縣,金湖鎮,瓊林里,58,13.16%
金門縣,金湖鎮,新湖里,287,17.44%
金門縣,金湖鎮,溪湖里,39,17.84%
金門縣,金湖鎮,蓮庵里,49,20.11%
金門縣,金寧鄉,古寧村,56,18.46%
金門縣,金寧鄉,安美村,114,17.65%
金門縣,金寧鄉,后盤村,29,14.46%
金門縣,金寧鄉,湖埔村,287,21.04%
金門縣,金寧鄉,榜林村,83,10.19%
金門縣,金寧鄉,盤山村,188,19.35%
金門縣,烈嶼鄉,上岐村,43,16.67%
金門縣,烈嶼鄉,上林村,22,15.52%
金門縣,烈嶼鄉,西口村,59,23.41%
金門縣,烈嶼鄉,林湖村,57,13.84%
金門縣,烈嶼鄉,黃埔村,24,15.67%
金門縣,烏坵鄉,大坵村,0,0.00%
金門縣,烏坵鄉,小坵村,0,0.00%
