縣市,鄉鎮市區,112H1宅數,112H1比率(%)
金門縣,全區,4203,17.40
金門縣,金城鎮,1121,16.08
金門縣,金湖鎮,1109,18.32
金門縣,金沙鎮,752,21.89
金門縣,金寧鄉,1002,15.70
金門縣,烈嶼鄉,219,16.67
