縣市,鄉鎮市區,108宅數,108比率(%)
金門縣,全區,3854,17.26
金門縣,金城鎮,951,14.26
金門縣,金湖鎮,1075,19.08
金門縣,金沙鎮,684,21.17
金門縣,金寧鄉,932,16.89
金門縣,烈嶼鄉,212,16.60
金門縣,烏坵鄉,0,0.00
