縣市,鄉鎮市區,村里,106年宅數,106年比例
金門縣,金城鎮,東門里,120,13.52%
金門縣,金城鎮,西門里,219,12.24%
金門縣,金城鎮,南門里,100,12.28%
金門縣,金城鎮,北門里,71,11.13%
金門縣,金城鎮,古城里,130,19.31%
金門縣,金城鎮,金水里,73,22.74%
金門縣,金城鎮,珠沙里,63,13.20%
金門縣,金城鎮,賢庵里,106,12.82%
金門縣,金沙鎮,汶沙里,220,22.06%
金門縣,金沙鎮,三山里,58,20.28%
金門縣,金沙鎮,大洋里,39,21.90%
金門縣,金沙鎮,光前里,86,19.08%
金門縣,金沙鎮,何斗里,77,20.98%
金門縣,金沙鎮,西園里,46,21.47%
金門縣,金沙鎮,官嶼里,54,19.81%
金門縣,金沙鎮,浦山里,55,15.36%
金門縣,金湖鎮,新市里,64,8.89%
金門縣,金湖鎮,山外里,88,14.53%
金門縣,金湖鎮,正義里,63,14.36%
金門縣,金湖鎮,料羅里,60,18.08%
金門縣,金湖鎮,瓊林里,70,14.71%
金門縣,金湖鎮,新湖里,526,25.33%
金門縣,金湖鎮,溪湖里,70,27.40%
金門縣,金湖鎮,蓮庵里,81,29.38%
金門縣,金寧鄉,古寧村,59,18.87%
金門縣,金寧鄉,安美村,165,20.00%
金門縣,金寧鄉,后盤村,36,16.30%
金門縣,金寧鄉,湖埔村,290,18.29%
金門縣,金寧鄉,榜林村,202,20.81%
金門縣,金寧鄉,盤山村,237,21.41%
金門縣,烈嶼鄉,上岐村,45,16.96%
金門縣,烈嶼鄉,上林村,24,16.26%
金門縣,烈嶼鄉,西口村,72,27.27%
金門縣,烈嶼鄉,林湖村,55,13.03%
金門縣,烈嶼鄉,黃埔村,19,11.94%
金門縣,烏坵鄉,大坵村,0,0.00%
金門縣,烏坵鄉,小坵村,0,0.00%
