縣市,鄉鎮市區,109Q1宅數
雲林縣,全區,1199
雲林縣,斗六市,462
雲林縣,斗南鎮,74
雲林縣,虎尾鎮,348
雲林縣,西螺鎮,54
雲林縣,土庫鎮,27
雲林縣,北港鎮,20
雲林縣,古坑鄉,86
雲林縣,大埤鄉,2
雲林縣,莿桐鄉,33
雲林縣,林內鄉,1
雲林縣,二崙鄉,8
雲林縣,崙背鄉,29
雲林縣,麥寮鄉,46
雲林縣,東勢鄉,1
雲林縣,褒忠鄉,0
雲林縣,臺西鄉,0
雲林縣,元長鄉,0
雲林縣,四湖鄉,4
雲林縣,口湖鄉,0
雲林縣,水林鄉,4
