縣市,鄉鎮市區,112Q4宅數
雲林縣,全區,1659
雲林縣,斗六市,408
雲林縣,斗南鎮,127
雲林縣,虎尾鎮,488
雲林縣,西螺鎮,126
雲林縣,土庫鎮,68
雲林縣,北港鎮,42
雲林縣,古坑鄉,119
雲林縣,大埤鄉,10
雲林縣,莿桐鄉,30
雲林縣,林內鄉,19
雲林縣,二崙鄉,36
雲林縣,崙背鄉,62
雲林縣,麥寮鄉,111
雲林縣,東勢鄉,0
雲林縣,褒忠鄉,13
雲林縣,臺西鄉,0
雲林縣,元長鄉,0
雲林縣,四湖鄉,0
雲林縣,口湖鄉,0
雲林縣,水林鄉,0
