縣市,鄉鎮市區,村里,102年第三季宅數
臺東縣,臺東市,富岡里,0
臺東縣,臺東市,富豐里,0
臺東縣,臺東市,岩灣里,1
臺東縣,臺東市,南王里,0
臺東縣,臺東市,卑南里,0
臺東縣,臺東市,南榮里,0
臺東縣,臺東市,新生里,8
臺東縣,臺東市,民生里,2
臺東縣,臺東市,寶桑里,0
臺東縣,臺東市,馬蘭里,0
臺東縣,臺東市,中心里,0
臺東縣,臺東市,自強里,2
臺東縣,臺東市,民族里,0
臺東縣,臺東市,四維里,0
臺東縣,臺東市,中華里,0
臺東縣,臺東市,強國里,0
臺東縣,臺東市,建國里,2
臺東縣,臺東市,民權里,0
臺東縣,臺東市,仁愛里,0
臺東縣,臺東市,中正里,0
臺東縣,臺東市,大同里,0
臺東縣,臺東市,成功里,0
臺東縣,臺東市,文化里,0
臺東縣,臺東市,中山里,0
臺東縣,臺東市,復國里,0
臺東縣,臺東市,興國里,0
臺東縣,臺東市,復興里,0
臺東縣,臺東市,鐵花里,0
臺東縣,臺東市,新園里,0
臺東縣,臺東市,豐田里,0
臺東縣,臺東市,豐年里,0
臺東縣,臺東市,光明里,1
臺東縣,臺東市,豐樂里,0
臺東縣,臺東市,永樂里,1
臺東縣,臺東市,康樂里,0
臺東縣,臺東市,東海里,0
臺東縣,臺東市,新興里,1
臺東縣,臺東市,豐榮里,1
臺東縣,臺東市,豐谷里,0
臺東縣,臺東市,豐里里,0
臺東縣,臺東市,豐原里,0
臺東縣,臺東市,建和里,0
臺東縣,臺東市,建興里,0
臺東縣,臺東市,建業里,0
臺東縣,臺東市,知本里,0
臺東縣,臺東市,建農里,0
臺東縣,成功鎮,博愛里,0
臺東縣,成功鎮,忠孝里,0
臺東縣,成功鎮,三仙里,0
臺東縣,成功鎮,三民里,0
臺東縣,成功鎮,忠智里,0
臺東縣,成功鎮,忠仁里,0
臺東縣,成功鎮,和平里,0
臺東縣,成功鎮,信義里,0
臺東縣,關山鎮,德高里,0
臺東縣,關山鎮,豐泉里,0
臺東縣,關山鎮,新福里,0
臺東縣,關山鎮,中福里,0
臺東縣,關山鎮,里?里,1
臺東縣,關山鎮,電光里,0
臺東縣,關山鎮,月眉里,0
臺東縣,卑南鄉,嘉豐村,0
臺東縣,卑南鄉,利吉村,0
臺東縣,卑南鄉,富山村,0
臺東縣,卑南鄉,富源村,0
臺東縣,卑南鄉,明峰村,0
臺東縣,卑南鄉,初鹿村,0
臺東縣,卑南鄉,美農村,0
臺東縣,卑南鄉,賓朗村,0
臺東縣,卑南鄉,泰安村,0
臺東縣,卑南鄉,太平村,0
臺東縣,卑南鄉,利嘉村,0
臺東縣,卑南鄉,東興村,0
臺東縣,卑南鄉,溫泉村,0
臺東縣,鹿野鄉,瑞和村,0
臺東縣,鹿野鄉,瑞豐村,0
臺東縣,鹿野鄉,瑞源村,0
臺東縣,鹿野鄉,永安村,0
臺東縣,鹿野鄉,瑞隆村,0
臺東縣,鹿野鄉,鹿野村,0
臺東縣,鹿野鄉,龍田村,0
臺東縣,池上鄉,福文村,0
臺東縣,池上鄉,慶豐村,0
臺東縣,池上鄉,大坡村,0
臺東縣,池上鄉,大埔村,0
臺東縣,池上鄉,福原村,0
臺東縣,池上鄉,錦園村,0
臺東縣,池上鄉,新興村,0
臺東縣,池上鄉,萬安村,0
臺東縣,池上鄉,富興村,0
臺東縣,池上鄉,振興村,0
臺東縣,東河鄉,北源村,0
臺東縣,東河鄉,泰源村,0
臺東縣,東河鄉,東河村,0
臺東縣,東河鄉,尚德村,0
臺東縣,東河鄉,隆昌村,0
臺東縣,東河鄉,興昌村,0
臺東縣,東河鄉,都蘭村,0
臺東縣,長濱鄉,樟原村,0
臺東縣,長濱鄉,三間村,0
