縣市,鄉鎮市區,村里,102年第三季宅數
臺東縣,長濱鄉,忠勇村,0
臺東縣,長濱鄉,長濱村,0
臺東縣,長濱鄉,竹湖村,0
臺東縣,長濱鄉,寧埔村,0
臺東縣,太麻里鄉,美和村,0
臺東縣,太麻里鄉,三和村,0
臺東縣,太麻里鄉,華源村,0
臺東縣,太麻里鄉,北里村,0
臺東縣,太麻里鄉,泰和村,0
臺東縣,太麻里鄉,大王村,0
臺東縣,太麻里鄉,香蘭村,0
臺東縣,太麻里鄉,金崙村,0
臺東縣,太麻里鄉,多良村,0
臺東縣,大武鄉,大竹村,0
臺東縣,大武鄉,大鳥村,0
臺東縣,大武鄉,大武村,0
臺東縣,大武鄉,尚武村,0
臺東縣,大武鄉,南興村,0
臺東縣,綠島鄉,公?村,0
臺東縣,綠島鄉,中寮村,0
臺東縣,綠島鄉,南寮村,0
臺東縣,海端鄉,廣原村,0
臺東縣,海端鄉,霧鹿村,0
臺東縣,海端鄉,利稻村,0
臺東縣,海端鄉,海端村,0
臺東縣,海端鄉,崁頂村,0
臺東縣,海端鄉,加拿村,0
臺東縣,延平鄉,武陵村,0
臺東縣,延平鄉,永康村,0
臺東縣,延平鄉,紅葉村,0
臺東縣,延平鄉,鸞山村,0
臺東縣,延平鄉,桃源村,0
臺東縣,金峰鄉,新興村,0
臺東縣,金峰鄉,正興村,0
臺東縣,金峰鄉,嘉蘭村,0
臺東縣,金峰鄉,賓茂村,0
臺東縣,金峰鄉,歷坵村,0
臺東縣,達仁鄉,台?村,0
臺東縣,達仁鄉,土?村,0
臺東縣,達仁鄉,新化村,0
臺東縣,達仁鄉,安朔村,0
臺東縣,達仁鄉,森永村,0
臺東縣,達仁鄉,南田村,0
臺東縣,蘭嶼鄉,東清村,0
臺東縣,蘭嶼鄉,朗島村,0
臺東縣,蘭嶼鄉,紅頭村,0
臺東縣,蘭嶼鄉,椰油村,0
