縣市,鄉鎮市區,110Q4宅數
臺東縣,全區,193
臺東縣,臺東市,158
臺東縣,成功鎮,1
臺東縣,關山鎮,3
臺東縣,卑南鄉,18
臺東縣,大武鄉,0
臺東縣,太麻里鄉,5
臺東縣,東河鄉,2
臺東縣,長濱鄉,3
臺東縣,鹿野鄉,0
臺東縣,池上鄉,2
臺東縣,綠島鄉,0
臺東縣,延平鄉,1
臺東縣,海端鄉,0
臺東縣,達仁鄉,0
臺東縣,金峰鄉,0
臺東縣,蘭嶼鄉,0
