縣市,鄉鎮市區,102宅數,102比率(%)
新竹縣,全區,17779,9.86
新竹縣,竹北市,6657,10.90
新竹縣,關西鎮,695,8.09
新竹縣,新埔鎮,693,6.51
新竹縣,竹東鎮,2949,9.10
新竹縣,湖口鄉,2553,9.85
新竹縣,橫山鄉,378,9.01
新竹縣,新豐鄉,1773,9.55
新竹縣,芎林鄉,803,11.82
新竹縣,寶山鄉,554,10.47
新竹縣,北埔鄉,183,6.29
新竹縣,峨眉鄉,154,8.13
新竹縣,尖石鄉,169,13.34
新竹縣,五峰鄉,218,25.99
