縣市,鄉鎮市區,109H1宅數,109H1比率(%)
新竹縣,全區,19664,9.26
新竹縣,竹北市,6049,7.76
新竹縣,關西鎮,942,10.33
新竹縣,新埔鎮,1205,10.26
新竹縣,竹東鎮,3413,9.30
新竹縣,湖口鄉,3543,11.47
新竹縣,橫山鄉,541,12.35
新竹縣,新豐鄉,1766,8.40
新竹縣,芎林鄉,820,11.05
新竹縣,寶山鄉,541,9.13
新竹縣,北埔鄉,250,8.12
新竹縣,峨眉鄉,191,9.87
新竹縣,尖石鄉,183,13.13
新竹縣,五峰鄉,220,25.55
