縣市,鄉鎮市區,村里,103年宅數,103年比例
新竹縣,竹北市,斗崙里,1300,18.66%
新竹縣,竹北市,鹿場里,681,13.42%
新竹縣,竹北市,東平里,970,14.24%
新竹縣,竹北市,中興里,859,20.00%
新竹縣,竹北市,隘口里,285,19.14%
新竹縣,竹北市,東海里,152,13.89%
新竹縣,竹北市,竹北里,218,7.94%
新竹縣,竹北市,竹仁里,270,7.35%
新竹縣,竹北市,竹義里,363,13.11%
新竹縣,竹北市,泰和里,260,10.70%
新竹縣,竹北市,新社里,198,6.99%
新竹縣,竹北市,聯興里,58,3.65%
新竹縣,竹北市,麻園里,55,7.67%
新竹縣,竹北市,溪州里,44,4.86%
新竹縣,竹北市,白地里,51,6.71%
新竹縣,竹北市,新港里,32,7.72%
新竹縣,竹北市,大義里,39,7.52%
新竹縣,竹北市,崇義里,44,6.92%
新竹縣,竹北市,大眉里,65,8.29%
新竹縣,竹北市,尚義里,35,6.75%
新竹縣,竹北市,十興里,360,8.54%
新竹縣,竹北市,新國里,331,15.45%
新竹縣,竹北市,新庄里,40,9.87%
新竹縣,竹北市,北崙里,176,10.81%
新竹縣,竹北市,新崙里,202,8.65%
新竹縣,竹北市,福德里,149,10.43%
新竹縣,竹北市,東興里,309,13.58%
新竹縣,竹北市,北興里,195,31.48%
新竹縣,竹北市,興安里,178,10.63%
新竹縣,竹北市,文化里,125,7.84%
新竹縣,竹東鎮,上坪里,33,20.83%
新竹縣,竹東鎮,瑞峰里,68,25.71%
新竹縣,竹東鎮,軟橋里,9,8.45%
新竹縣,竹東鎮,員崠里,71,8.03%
新竹縣,竹東鎮,東寧里,128,9.36%
新竹縣,竹東鎮,上?里,346,9.20%
新竹縣,竹東鎮,大鄉里,165,9.48%
新竹縣,竹東鎮,東華里,42,13.53%
新竹縣,竹東鎮,商華里,125,10.45%
新竹縣,竹東鎮,竹東里,66,11.13%
新竹縣,竹東鎮,榮樂里,82,13.19%
新竹縣,竹東鎮,?林里,169,10.09%
新竹縣,竹東鎮,仁愛里,170,11.61%
新竹縣,竹東鎮,五豐里,304,9.09%
新竹縣,竹東鎮,三重里,370,12.25%
新竹縣,竹東鎮,頭重里,154,6.95%
新竹縣,竹東鎮,員山里,27,4.56%
新竹縣,竹東鎮,柯湖里,12,7.14%
新竹縣,竹東鎮,二重里,313,7.55%
新竹縣,竹東鎮,中山里,90,13.12%
新竹縣,竹東鎮,中正里,82,10.87%
新竹縣,竹東鎮,南華里,49,12.54%
新竹縣,竹東鎮,榮華里,215,8.16%
新竹縣,竹東鎮,忠孝里,64,9.35%
新竹縣,竹東鎮,陸豐里,6,4.55%
新竹縣,新埔鎮,內立里,22,6.82%
新竹縣,新埔鎮,寶石里,28,9.19%
新竹縣,新埔鎮,文山里,165,8.70%
新竹縣,新埔鎮,五埔里,53,7.42%
新竹縣,新埔鎮,四座里,113,8.56%
新竹縣,新埔鎮,旱坑里,48,7.84%
新竹縣,新埔鎮,田新里,62,7.15%
新竹縣,新埔鎮,新埔里,32,7.69%
新竹縣,新埔鎮,新生里,33,14.59%
新竹縣,新埔鎮,新民里,61,13.35%
新竹縣,新埔鎮,上寮里,39,5.77%
新竹縣,新埔鎮,下寮里,82,8.58%
新竹縣,新埔鎮,南平里,34,8.98%
新竹縣,新埔鎮,北平里,24,12.87%
新竹縣,新埔鎮,巨埔里,55,14.19%
新竹縣,新埔鎮,照門里,69,14.45%
新竹縣,新埔鎮,清水里,33,17.91%
新竹縣,新埔鎮,鹿鳴里,28,14.88%
新竹縣,新埔鎮,新北里,10,6.86%
新竹縣,關西鎮,東興里,26,13.16%
新竹縣,關西鎮,西安里,85,11.05%
新竹縣,關西鎮,南雄里,35,11.06%
新竹縣,關西鎮,北斗里,119,8.84%
新竹縣,關西鎮,仁安里,51,17.14%
新竹縣,關西鎮,北山里,52,25.20%
新竹縣,關西鎮,南山里,41,14.65%
新竹縣,關西鎮,東安里,143,10.29%
新竹縣,關西鎮,東光里,51,12.77%
新竹縣,關西鎮,新富里,35,20.00%
新竹縣,關西鎮,金山里,49,20.00%
新竹縣,關西鎮,錦山里,92,23.18%
新竹縣,關西鎮,玉山里,41,20.00%
新竹縣,關西鎮,大同里,20,9.17%
新竹縣,關西鎮,石光里,66,11.31%
新竹縣,關西鎮,上林里,63,20.23%
新竹縣,關西鎮,新力里,40,21.43%
新竹縣,關西鎮,南和里,26,11.21%
新竹縣,關西鎮,東山里,40,14.17%
新竹縣,關西鎮,南新里,36,12.28%
新竹縣,關西鎮,東平里,79,22.54%
新竹縣,湖口鄉,孝勢村,53,9.59%
新竹縣,湖口鄉,仁勢村,30,8.77%
