縣市,鄉鎮市區,113H1宅數,113H1比率(%)
雲林縣,全區,31581,12.84
雲林縣,斗六市,4841,10.25
雲林縣,虎尾鎮,3779,11.82
雲林縣,西螺鎮,1915,11.40
雲林縣,土庫鎮,1205,11.39
雲林縣,北港鎮,2119,14.34
雲林縣,古坑鄉,1726,15.31
雲林縣,大埤鄉,1034,14.92
雲林縣,莿桐鄉,1048,11.39
雲林縣,林內鄉,832,13.59
雲林縣,二崙鄉,1002,11.22
雲林縣,崙背鄉,1172,13.29
雲林縣,麥寮鄉,1105,11.65
雲林縣,東勢鄉,853,17.30
雲林縣,褒忠鄉,597,13.81
雲林縣,臺西鄉,1427,21.06
雲林縣,元長鄉,1261,14.98
雲林縣,四湖鄉,1146,16.17
雲林縣,口湖鄉,1099,15.77
雲林縣,水林鄉,1148,16.19
