縣市,鄉鎮市區,村里,101年宅數,101年比例
雲林縣,斗六市,忠孝里,130,16.90%
雲林縣,斗六市,仁愛里,90,14.69%
雲林縣,斗六市,信義里,56,14.58%
雲林縣,斗六市,四維里,96,21.70%
雲林縣,斗六市,太平里,67,16.38%
雲林縣,斗六市,中和里,52,13.11%
雲林縣,斗六市,光興里,58,11.84%
雲林縣,斗六市,三平里,325,13.19%
雲林縣,斗六市,八德里,167,12.31%
雲林縣,斗六市,鎮北里,122,9.59%
雲林縣,斗六市,龍潭里,206,13.48%
雲林縣,斗六市,鎮南里,222,10.96%
雲林縣,斗六市,林頭里,214,12.17%
雲林縣,斗六市,重光里,111,12.71%
雲林縣,斗六市,溝埧里,38,13.47%
雲林縣,斗六市,江厝里,163,15.92%
雲林縣,斗六市,三光里,40,16.88%
雲林縣,斗六市,崙?里,131,11.30%
雲林縣,斗六市,嘉東里,79,11.95%
雲林縣,斗六市,久安里,163,15.78%
雲林縣,斗六市,長平里,96,14.00%
雲林縣,斗六市,保庄里,217,11.20%
雲林縣,斗六市,虎溪里,253,11.51%
雲林縣,斗六市,梅林里,95,14.13%
雲林縣,斗六市,湖山里,75,15.30%
雲林縣,斗六市,榴中里,279,14.36%
雲林縣,斗六市,榴北里,54,13.77%
雲林縣,斗六市,榴南里,94,12.89%
雲林縣,斗六市,溪洲里,127,10.40%
雲林縣,斗六市,長安里,120,11.54%
雲林縣,斗六市,十三里,38,10.83%
雲林縣,斗六市,鎮東里,191,8.96%
雲林縣,斗六市,鎮西里,295,14.95%
雲林縣,斗六市,公正里,196,11.31%
雲林縣,斗六市,社口里,155,11.98%
雲林縣,斗六市,公誠里,204,17.06%
雲林縣,斗六市,明德里,162,12.11%
雲林縣,斗六市,成功里,125,11.35%
雲林縣,斗南鎮,東仁里,78,14.51%
雲林縣,斗南鎮,西岐里,277,11.44%
雲林縣,斗南鎮,南昌里,291,18.22%
雲林縣,斗南鎮,北銘里,95,13.94%
雲林縣,斗南鎮,中天里,91,17.56%
雲林縣,斗南鎮,舊社里,147,13.25%
雲林縣,斗南鎮,林子里,111,18.89%
雲林縣,斗南鎮,石龜里,22,6.67%
雲林縣,斗南鎮,靖興里,35,9.59%
雲林縣,斗南鎮,新南里,43,16.82%
雲林縣,斗南鎮,阿丹里,78,17.50%
雲林縣,斗南鎮,將軍里,58,9.15%
雲林縣,斗南鎮,東明里,66,17.39%
雲林縣,斗南鎮,新光里,162,15.54%
雲林縣,斗南鎮,田頭里,127,15.03%
雲林縣,斗南鎮,明昌里,294,12.57%
雲林縣,斗南鎮,大東里,82,22.41%
雲林縣,斗南鎮,埤麻里,71,20.82%
雲林縣,斗南鎮,西伯里,61,16.56%
雲林縣,斗南鎮,新崙里,88,15.12%
雲林縣,斗南鎮,小東里,92,15.22%
雲林縣,斗南鎮,石溪里,74,21.92%
雲林縣,虎尾鎮,中山里,58,10.84%
雲林縣,虎尾鎮,新興里,138,15.91%
雲林縣,虎尾鎮,東仁里,206,15.97%
雲林縣,虎尾鎮,公安里,298,16.90%
雲林縣,虎尾鎮,德興里,284,18.80%
雲林縣,虎尾鎮,西安里,252,11.25%
雲林縣,虎尾鎮,安慶里,70,10.20%
雲林縣,虎尾鎮,平和里,274,14.45%
雲林縣,虎尾鎮,興南里,95,11.25%
雲林縣,虎尾鎮,新吉里,277,13.73%
雲林縣,虎尾鎮,穎川里,112,10.98%
雲林縣,虎尾鎮,延平里,49,12.18%
雲林縣,虎尾鎮,三合里,79,15.49%
雲林縣,虎尾鎮,北溪里,44,15.15%
雲林縣,虎尾鎮,墾地里,62,16.74%
雲林縣,虎尾鎮,西屯里,67,11.21%
雲林縣,虎尾鎮,芳草里,53,14.65%
雲林縣,虎尾鎮,埒內里,125,11.59%
雲林縣,虎尾鎮,堀頭里,40,13.56%
雲林縣,虎尾鎮,安溪里,64,9.23%
雲林縣,虎尾鎮,興中里,94,13.08%
雲林縣,虎尾鎮,廉使里,147,11.57%
雲林縣,虎尾鎮,惠來里,187,18.29%
雲林縣,虎尾鎮,頂溪里,109,11.53%
雲林縣,虎尾鎮,中溪里,80,15.32%
雲林縣,虎尾鎮,下溪里,51,9.78%
雲林縣,虎尾鎮,建國里,38,17.07%
雲林縣,虎尾鎮,立仁里,176,9.27%
雲林縣,虎尾鎮,東屯里,52,10.58%
雲林縣,西螺鎮,振興里,85,15.68%
雲林縣,西螺鎮,大園里,93,13.21%
雲林縣,西螺鎮,廣福里,136,14.39%
雲林縣,西螺鎮,正興里,171,12.44%
雲林縣,西螺鎮,永安里,57,28.15%
雲林縣,西螺鎮,中和里,74,22.26%
雲林縣,西螺鎮,福興里,71,18.60%
雲林縣,西螺鎮,光華里,89,14.89%
雲林縣,西螺鎮,中興里,145,12.84%
雲林縣,西螺鎮,漢光里,240,12.97%
雲林縣,西螺鎮,新安里,41,9.35%
雲林縣,西螺鎮,新豐里,58,10.12%
雲林縣,西螺鎮,詔安里,48,11.92%
雲林縣,西螺鎮,河南里,70,14.94%
雲林縣,西螺鎮,安定里,93,14.85%
雲林縣,西螺鎮,福田里,55,11.34%
雲林縣,西螺鎮,大新里,69,13.51%
雲林縣,西螺鎮,埤頭里,43,13.99%
雲林縣,西螺鎮,東興里,38,10.87%
雲林縣,西螺鎮,廣興里,52,15.75%
雲林縣,西螺鎮,鹿場里,79,16.04%
雲林縣,西螺鎮,頂湳里,30,9.50%
雲林縣,西螺鎮,下湳里,49,15.50%
雲林縣,西螺鎮,九隆里,37,16.03%
雲林縣,西螺鎮,吳厝里,85,17.03%
雲林縣,西螺鎮,七座里,40,14.81%
雲林縣,西螺鎮,公?里,55,10.63%
雲林縣,土庫鎮,忠正里,83,19.70%
雲林縣,土庫鎮,順天里,59,13.76%
雲林縣,土庫鎮,宮北里,66,11.49%
雲林縣,土庫鎮,越港里,40,10.14%
