縣市,鄉鎮市區,110H1宅數,110H1比率(%)
雲林縣,全區,29464,12.37
雲林縣,斗六市,4495,9.94
雲林縣,斗南鎮,2173,12.44
雲林縣,虎尾鎮,3282,10.82
雲林縣,西螺鎮,1779,10.97
雲林縣,土庫鎮,1158,11.43
雲林縣,北港鎮,1962,13.49
雲林縣,古坑鄉,1560,14.54
雲林縣,大埤鄉,881,12.80
雲林縣,莿桐鄉,998,11.13
雲林縣,林內鄉,831,13.69
雲林縣,二崙鄉,1157,13.13
雲林縣,崙背鄉,1248,14.56
雲林縣,麥寮鄉,1071,11.84
雲林縣,東勢鄉,687,14.10
雲林縣,褒忠鄉,548,12.96
雲林縣,臺西鄉,1317,19.57
雲林縣,元長鄉,1183,14.20
雲林縣,四湖鄉,1013,14.50
雲林縣,口湖鄉,1022,14.75
雲林縣,水林鄉,1099,15.67
